,Warehouse id,Region,SKU id,01-04-2018 00:00,01-05-2018 00:00,01-06-2018 00:00,01-07-2018 00:00,01-08-2018 00:00,01-09-2018 00:00,01-10-2018 00:00,01-11-2018 00:00,01-12-2018 00:00,01-01-2019 00:00,01-02-2019 00:00,01-03-2019 00:00,01-04-2019 00:00,01-05-2019 00:00,01-06-2019 00:00,01-07-2019 00:00,01-08-2019 00:00,01-09-2019 00:00,01-10-2019 00:00,01-11-2019 00:00,01-12-2019 00:00,01-01-2020 00:00,01-02-2020 00:00,01-03-2020 00:00,01-04-2020 00:00,01-05-2020 00:00,01-06-2020 00:00,01-07-2020 00:00,01-08-2020 00:00,01-09-2020 00:00,01-10-2020 00:00,01-11-2020 00:00,01-12-2020 00:00,01-01-2021 00:00,01-02-2021 00:00,01-03-2021 00:00,01-04-2021 00:00,01-05-2021 00:00
239,2,EAST,7,174.0,142.0,96.0,120.0,72.0,92.0,42.0,122.0,44.0,72.0,88.0,376.0,436.0,328.0,212.0,40.0,408.0,84.0,136.0,60.0,106.0,308.0,148.0,392.0,16.0,372.0,348.0,112.0,248.0,252.0,216.0,72.0,360.0,136.0,212.0,512.0,592.0,452.0
241,2,EAST,8,324.0,408.0,516.0,300.0,260.0,300.0,140.0,232.0,140.0,132.0,380.0,996.0,712.0,472.0,620.0,288.0,540.0,244.0,276.0,236.0,232.0,564.0,460.0,772.0,613.3333333,521.3333333,496.0,300.0,612.0,532.0,438.0,188.0,784.0,176.0,876.0,916.0,412.0,996.0
242,2,EAST,234,18.0,180.0,198.0,78.0,120.0,120.0,84.0,24.0,186.0,60.0,72.0,344.0,336.0,48.0,276.0,60.0,192.0,60.0,36.0,102.0,156.0,108.0,78.0,336.0,18.0,156.0,150.0,84.0,114.0,162.0,246.0,84.0,306.0,36.0,198.0,288.0,18.0,102.0
243,2,EAST,9,19.0,151.0,61.0,1.0,97.0,55.0,19.0,55.0,31.0,67.0,43.0,67.0,209.0,259.0,127.0,103.0,79.0,151.0,37.0,25.0,91.0,133.0,115.0,151.0,1.0,175.0,145.0,55.0,121.0,217.0,79.0,85.0,163.0,55.0,196.0,236.0,121.0,49.0
244,2,EAST,10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,65.0,25.0,25.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,27.0,13.0,77.0,15.0,57.0,117.0,109.6666667,35.0
245,2,EAST,13,14.0,214.0,14.0,64.0,14.0,254.0,66.0,64.0,62.0,14.0,58.0,140.0,340.0,144.0,192.0,90.0,238.0,112.0,24.0,84.0,162.0,156.0,74.0,168.0,14.0,228.6666667,174.0,114.0,186.0,216.0,18.0,94.0,283.3333333,208.0,134.0,178.0,220.0,14.0
246,2,EAST,17,11.0,411.0,11.0,171.0,11.0,323.0,171.0,131.0,51.0,11.0,91.0,171.0,51.0,493.6666667,531.0,75.0,443.0,75.0,43.0,51.0,307.0,299.0,211.0,59.0,11.0,571.0,147.0,211.0,443.0,291.0,35.0,91.0,115.0,67.0,467.0,549.6666667,539.0,11.0
253,2,EAST,25,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,55.0,73.0,53.0,67.0,35.0,35.0,19.0,21.0,59.0,35.0,59.0,19.0,51.0,35.0,19.0,19.0,39.0,63.0,67.0,31.0,27.0,71.0,63.0,19.0,19.0
258,2,EAST,30,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,67.0,123.0,79.0,29.0,25.0,61.0,24.0,37.0,62.0,53.0,97.0,75.0,131.0,7.0,59.0,87.0,41.0,67.0,55.0,69.0,49.0,51.0,35.0,115.0,135.6666667,84.0,101.6666667
259,2,EAST,31,69.0,208.3333333,189.0,187.0,157.0,119.0,100.0,78.0,99.0,73.0,183.0,324.3333333,313.0,243.0,209.0,87.0,67.0,36.0,109.0,51.0,113.0,39.0,77.0,153.0,9.0,163.0,156.0,57.0,79.0,65.0,122.0,65.0,151.0,45.0,102.0,113.0,54.0,14.0
260,2,EAST,32,966.3333333,449.0,761.0,489.0,777.0,529.0,233.0,329.0,153.0,289.0,521.0,993.0,1105.0,961.0,473.0,253.0,113.0,377.0,297.0,97.0,257.0,145.0,297.0,217.0,17.0,249.0,489.0,169.0,185.0,181.0,201.0,177.0,185.0,89.0,245.0,185.0,409.0,89.0
262,2,EAST,237,412.0,792.0,380.0,160.0,304.0,184.0,62.0,86.0,172.0,76.0,116.0,544.0,678.6666667,520.0,348.0,268.0,220.0,166.0,268.0,124.0,170.0,116.0,196.0,328.0,12.0,380.0,344.0,244.0,20.0,12.0,256.0,196.0,240.0,64.0,304.0,208.0,172.0,64.0
263,2,EAST,34,174.3333333,174.3333333,35.0,83.0,87.0,45.0,21.0,47.0,37.0,25.0,49.0,138.0,163.0,129.0,49.0,95.0,23.0,30.0,41.0,43.0,31.0,27.0,35.0,39.0,15.0,73.0,84.0,23.0,41.0,61.0,53.0,15.0,35.0,23.0,25.0,51.0,17.0,15.0
264,2,EAST,239,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,26.0,14.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,62.0,8.0,56.0,8.0,8.0,38.0,28.0,28.0,16.0,84.0,28.0,62.0,82.0,46.0,24.0
265,2,EAST,240,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,711.6666667,731.0,61.0,311.0,65.0,31.0,59.0,3.0,3.0,3.0,3.0,87.0,113.0,3.0,115.0,123.0,63.0,81.0,19.0,15.0,21.0,119.0,3.0,63.0,39.0,43.0,7.0
267,2,EAST,37,532.3333333,439.0,459.0,291.0,443.0,75.0,115.0,147.0,115.0,27.0,131.0,459.0,475.0,275.0,427.0,159.0,283.0,131.0,115.0,111.0,35.0,131.0,187.0,515.0,11.0,403.0,359.0,75.0,243.0,259.0,155.0,75.0,203.0,51.0,267.0,331.0,515.0,203.0
268,2,EAST,39,194.6666667,172.0,142.0,88.0,120.0,64.0,59.0,87.0,62.0,40.0,110.0,211.3333333,290.0,140.0,92.0,68.0,90.0,74.0,22.0,66.0,31.0,40.0,46.0,158.0,14.0,122.0,102.0,100.0,84.0,132.0,62.0,52.0,90.0,38.0,118.0,288.0,126.0,92.0
269,2,EAST,40,85.0,165.0,5.0,181.0,157.0,53.0,21.0,93.0,41.0,89.0,69.0,206.3333333,205.0,255.6666667,257.0,147.0,41.0,197.0,133.0,79.0,91.0,57.0,45.0,225.0,5.0,133.0,225.0,61.0,81.0,119.0,125.0,41.0,145.0,37.0,117.0,85.0,21.0,17.0
272,2,EAST,45,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,29.0,5.0,17.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,5.0,5.0,5.0,25.0,17.0,77.0,77.0,5.0,5.0
273,2,EAST,47,192.0,140.0,140.0,66.0,58.0,44.0,60.0,30.0,36.0,76.0,50.0,178.0,156.0,84.0,126.0,51.0,39.0,72.0,42.0,70.0,52.0,64.0,52.0,130.0,74.0,78.0,72.0,58.0,56.0,134.0,38.0,46.0,50.0,24.0,54.0,146.0,82.0,20.0
274,2,EAST,50,36.0,36.0,22.0,16.0,32.0,20.0,16.0,16.0,12.0,10.0,18.0,10.0,10.0,26.66666667,10.0,10.0,28.0,28.0,28.0,10.0,14.0,18.0,34.0,42.0,10.0,10.0,24.0,28.0,24.0,10.0,14.0,10.0,22.0,26.0,40.0,30.0,30.0,10.0
275,2,EAST,51,291.0,111.0,203.0,79.0,79.0,19.0,79.0,11.0,59.0,63.0,23.0,99.0,215.0,203.0,99.0,43.0,15.0,59.0,11.0,27.0,71.0,59.0,210.3333333,253.0,7.0,25.0,167.0,135.0,27.0,107.0,15.0,31.0,27.0,55.0,91.0,263.0,55.0,7.0
276,2,EAST,53,732.0,762.0,486.0,186.0,156.0,132.0,132.0,132.0,180.0,168.0,78.0,548.0,540.0,558.0,366.0,144.0,108.0,228.0,180.0,126.0,117.0,180.0,336.0,570.0,6.0,393.0,216.0,210.0,216.0,432.0,240.0,150.0,360.0,150.0,228.0,408.0,114.0,6.0
284,2,EAST,69,1065.0,2433.0,1489.0,809.0,817.0,345.0,349.0,677.0,305.0,465.0,881.0,2061.0,1977.0,2681.0,1601.0,913.0,1461.0,817.0,457.0,1281.0,709.0,913.0,1001.0,2533.0,1682.333333,2497.0,3417.0,1073.0,2801.0,1909.0,1789.0,953.0,2377.0,1225.0,3033.0,3367.666667,3193.0,2801.0
285,2,EAST,70,154.0,186.0,210.0,134.0,94.0,54.0,78.0,110.0,70.0,98.0,54.0,350.0,198.0,330.0,298.0,74.0,154.0,150.0,118.0,242.0,106.0,142.0,230.0,36.0,14.0,279.3333333,290.0,314.0,274.0,352.0,214.0,14.0,334.0,306.0,346.0,488.6666667,550.0,60.0
286,2,EAST,71,190.0,294.0,310.0,166.0,70.0,166.0,118.0,158.0,22.0,166.0,62.0,360.6666667,360.6666667,62.0,182.0,102.0,134.0,126.0,70.0,142.0,54.0,46.0,150.0,22.0,14.0,62.0,70.0,46.0,110.0,70.0,254.0,38.0,78.0,62.0,310.0,310.0,254.0,14.0
287,2,EAST,72,108.0,10.0,94.0,22.0,42.0,10.0,14.0,40.0,26.0,34.0,10.0,87.33333333,90.0,116.0,28.0,10.0,56.0,42.0,26.0,28.0,30.0,28.0,30.0,96.0,10.0,48.0,54.0,10.0,90.0,64.0,76.0,58.0,86.0,30.0,58.0,70.0,72.0,117.3333333
289,2,EAST,328,91.0,119.0,215.0,155.0,151.0,111.0,95.0,123.0,91.0,39.0,131.0,295.0,331.0,268.3333333,107.0,99.0,127.0,111.0,127.0,55.0,63.0,75.0,139.0,139.0,7.0,135.0,207.0,79.0,79.0,131.0,79.0,35.0,163.0,67.0,223.0,91.0,15.0,39.0
291,2,EAST,77,11.0,11.0,11.0,11.0,11.0,11.0,11.0,35.0,23.0,11.0,77.0,199.0,238.0,194.0,11.0,14.0,11.0,11.0,41.0,98.0,11.0,23.0,83.0,11.0,11.0,152.0,83.0,89.0,11.0,53.0,47.0,35.0,65.0,65.0,149.0,101.0,11.0,11.0
292,2,EAST,78,845.0,469.0,693.0,333.0,333.0,109.0,157.0,269.0,125.0,77.0,813.0,721.0,1061.0,917.0,397.0,317.0,373.0,93.0,29.0,253.0,125.0,197.0,533.0,341.0,5.0,125.0,333.0,125.0,237.0,157.0,1101.0,189.0,365.0,197.0,245.0,5.0,554.3333333,21.0
293,2,EAST,79,125.3333333,125.3333333,92.0,42.0,40.0,36.0,16.0,52.0,18.0,28.0,72.0,74.0,102.0,66.0,70.0,20.0,36.0,30.0,16.0,54.0,32.0,26.0,38.0,16.0,16.0,32.0,48.0,40.0,36.0,16.0,44.0,16.0,56.0,32.0,44.0,40.0,16.0,16.0
294,2,EAST,248,1839.0,999.0,1063.0,455.0,463.0,327.0,223.0,431.0,239.0,199.0,807.0,847.0,167.0,1180.333333,879.0,327.0,383.0,231.0,183.0,735.0,183.0,887.0,415.0,879.0,881.6666667,1759.0,975.0,299.0,247.0,443.0,639.0,239.0,783.0,559.0,215.0,567.0,1191.0,79.0
295,2,EAST,404,350.0,290.0,176.0,68.0,74.0,44.0,56.0,140.0,128.0,26.0,212.0,330.0,308.0,278.0,134.0,23.0,20.0,56.0,38.0,44.0,68.0,77.0,98.0,143.0,20.0,50.0,344.0,146.0,128.0,110.0,260.0,80.0,50.0,38.0,152.0,284.0,226.0,20.0
296,2,EAST,80,195.0,463.0,191.0,131.0,111.0,147.0,49.0,125.0,87.0,115.0,239.0,455.0,523.0,491.0,131.0,275.0,171.0,47.0,195.0,85.0,133.0,155.0,239.0,95.0,192.3333333,467.0,283.0,147.0,207.0,239.0,147.0,111.0,223.0,103.0,307.0,591.0,415.0,87.0
297,2,EAST,81,162.6666667,104.0,132.0,12.0,136.0,124.0,16.0,48.0,36.0,36.0,44.0,12.0,12.0,112.0,64.0,12.0,96.0,48.0,12.0,12.0,12.0,52.0,12.0,20.0,12.0,12.0,112.0,12.0,92.0,12.0,80.0,68.0,64.0,88.0,32.0,132.0,56.0,20.0
298,2,EAST,82,292.0,240.0,312.0,40.0,184.0,120.0,88.0,208.0,24.0,64.0,192.0,218.6666667,96.0,280.0,16.0,108.0,80.0,120.0,264.0,104.0,88.0,232.0,152.0,40.0,16.0,152.0,304.0,16.0,232.0,144.0,264.0,72.0,104.0,128.0,168.0,20.0,96.0,16.0
300,2,EAST,86,20.0,20.0,44.0,73.33333333,60.0,52.0,92.0,52.0,44.0,44.0,68.0,102.6666667,20.0,20.0,20.0,20.0,52.0,36.0,34.0,60.0,48.0,84.0,68.0,20.0,20.0,20.0,20.0,60.0,20.0,20.0,60.0,28.0,60.0,44.0,60.0,92.0,20.0,20.0
301,2,EAST,250,55.0,79.0,39.0,115.0,75.0,47.0,71.0,47.0,27.0,87.0,103.0,200.3333333,231.0,195.0,155.0,39.0,47.0,39.0,55.0,15.0,75.0,119.0,67.0,7.0,7.0,199.0,147.0,75.0,107.0,211.0,67.0,71.0,183.0,79.0,75.0,67.0,7.0,7.0
303,2,EAST,359,15.0,105.0,53.0,77.0,41.0,29.0,37.0,31.0,51.0,29.0,59.0,118.3333333,125.0,79.0,33.0,39.0,23.0,41.0,31.0,19.0,23.0,57.0,56.0,55.0,15.0,39.0,35.0,39.0,41.0,15.0,15.0,15.0,45.0,41.0,55.0,15.0,15.0,15.0
304,2,EAST,88,407.0,397.0,95.0,165.0,185.0,123.0,107.0,227.0,153.0,139.0,245.0,417.0,433.0,475.0,261.0,119.0,109.0,117.0,89.0,64.0,103.0,159.0,235.0,349.0,243.0,369.0,257.0,113.0,211.0,213.0,143.0,71.0,221.0,103.0,369.0,341.0,319.0,310.0
305,2,EAST,251,435.0,189.0,201.0,99.0,27.0,57.0,57.0,195.0,21.0,69.0,291.0,401.0,411.0,243.0,147.0,123.0,141.0,87.0,45.0,9.0,93.0,99.0,213.0,185.0,9.0,9.0,57.0,9.0,75.0,105.0,81.0,39.0,15.0,39.0,117.0,393.0,165.0,9.0
306,2,EAST,361,7.0,9.0,55.0,39.0,7.0,47.0,7.0,23.0,31.0,23.0,7.0,23.0,7.0,31.0,7.0,7.0,47.0,7.0,23.0,31.0,7.0,39.0,13.0,7.0,7.0,39.0,15.0,31.0,7.0,7.0,7.0,15.0,39.0,15.0,39.0,7.0,7.0,7.0
307,2,EAST,89,213.0,13.0,41.0,97.0,37.0,61.0,45.0,141.0,101.0,37.0,81.0,213.0,13.0,49.0,117.0,53.0,37.0,13.0,13.0,53.0,25.0,45.0,45.0,13.0,13.0,53.0,53.0,53.0,13.0,13.0,53.0,61.0,13.0,21.0,93.0,141.0,93.0,13.0
308,2,EAST,97,29.0,38.33333333,9.0,17.0,41.0,41.0,27.0,53.0,21.0,9.0,49.0,69.0,65.0,53.0,33.0,11.0,21.0,29.0,9.0,19.0,17.0,33.0,47.0,9.0,9.0,9.0,53.0,17.0,41.0,17.0,25.0,61.0,29.0,33.0,41.0,49.0,57.0,9.0
309,2,EAST,329,940.0,940.0,664.0,212.0,426.0,262.0,141.0,231.0,112.0,110.0,184.0,449.0,690.0,338.0,254.0,66.0,164.0,170.0,45.0,42.0,78.0,72.0,80.0,96.0,14.0,152.0,269.0,26.0,98.0,72.0,24.0,58.0,90.0,48.0,64.0,60.0,34.0,94.0
310,2,EAST,330,1470.0,952.0,886.0,694.0,580.0,472.0,268.0,370.0,328.0,592.0,718.0,910.0,822.0,358.0,376.0,70.0,124.0,298.0,154.0,52.0,148.0,94.0,274.0,148.0,4.0,88.0,202.0,82.0,118.0,70.0,70.0,64.0,64.0,40.0,1174.0,202.0,34.0,34.0
311,2,EAST,332,250.0,98.0,92.0,146.0,74.0,242.0,92.0,20.0,2.0,74.0,86.0,182.0,224.0,216.0,128.0,104.0,86.0,56.0,50.0,44.0,8.0,74.0,62.0,122.0,2.0,32.0,74.0,74.0,56.0,14.0,32.0,2.0,2.0,38.0,116.0,254.0,2.0,2.0
312,2,EAST,257,86.66666667,58.0,60.0,54.0,76.0,28.0,24.0,10.0,10.0,18.0,64.0,64.0,68.0,36.0,38.0,30.0,10.0,44.0,10.0,10.0,10.0,26.0,48.0,10.0,10.0,56.0,26.0,10.0,32.0,10.0,34.0,10.0,32.0,10.0,47.33333333,10.0,32.0,22.0
313,2,EAST,258,724.0,316.0,2038.666667,1388.0,1292.0,764.0,2092.0,716.0,4144.0,2724.0,716.0,700.0,204.0,832.0,396.0,196.0,292.0,492.0,4.0,4.0,1588.0,1708.0,1910.666667,740.0,4.0,376.0,124.0,12.0,364.0,252.0,252.0,36.0,92.0,324.0,1372.0,388.0,148.0,52.0
318,2,EAST,263,16.0,16.0,536.0,184.0,128.0,16.0,216.0,352.0,221.3333333,224.0,200.0,384.0,632.0,16.0,1296.0,368.0,552.0,104.0,456.0,784.0,672.0,992.0,544.0,1160.0,16.0,645.3333333,496.0,480.0,1032.0,568.0,1272.0,848.0,1024.0,904.0,1288.0,1032.0,416.0,1152.0
319,2,EAST,264,6787.0,5029.0,4273.0,3151.0,3271.0,2989.0,1279.0,2617.0,1711.0,2293.0,2617.0,10333.0,9697.0,14059.0,9073.0,5503.0,6025.0,3565.0,1669.0,5437.0,6229.0,6871.0,5329.0,8875.0,9397.0,9915.0,10429.0,3859.0,6283.0,6097.0,5095.0,4861.0,13945.0,10495.0,11641.0,16483.0,9199.0,4669.0
320,2,EAST,265,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,23.0,6.0,26.0,5.0,102.0,2.0,2.0,11.0,29.0,8.0,2.0,29.0,35.0,2.0,19.0,20.0,14.0,17.0,20.0,2.0,2.0,2.0,14.0,32.0,45.0,2.0,2.0
321,2,EAST,267,15.0,55.0,15.0,15.0,95.0,15.0,139.0,103.0,167.0,15.0,59.0,59.0,319.0,279.0,103.0,83.0,99.0,15.0,59.0,87.0,295.0,239.0,271.0,323.0,15.0,369.6666667,427.0,131.0,211.0,651.0,135.0,235.0,467.0,259.0,411.0,563.0,583.0,15.0
322,2,EAST,268,4014.0,3210.0,1770.0,1935.0,2058.0,1878.0,867.0,1608.0,660.0,1632.0,1344.0,3717.0,5303.0,5310.0,2274.0,1770.0,1746.0,1920.0,1530.0,3108.0,3357.0,3114.0,2616.0,3582.0,2712.0,4548.0,4605.0,1134.0,2976.0,2553.0,2160.0,1908.0,5898.0,3822.0,3864.0,5454.0,3903.0,2223.0
323,2,EAST,269,35.0,17.0,17.0,68.0,65.0,17.0,41.0,47.0,17.0,17.0,29.0,77.0,92.0,23.0,17.0,17.0,47.0,83.0,41.0,83.0,86.0,83.0,71.0,74.0,17.0,134.0,125.0,26.0,71.0,83.0,131.0,47.0,59.0,20.0,71.0,95.0,68.0,17.0
324,2,EAST,270,11.0,91.0,83.0,59.0,67.0,11.0,43.0,63.0,11.0,11.0,59.0,83.0,95.0,99.0,111.0,19.0,11.0,107.0,39.0,119.0,91.0,55.0,95.0,11.0,11.0,63.0,112.3333333,71.0,43.0,79.0,139.0,23.0,127.0,11.0,39.0,119.0,91.0,11.0
325,2,EAST,271,91.0,63.0,22.0,15.0,27.0,19.0,19.0,30.0,7.0,29.0,79.0,26.0,47.0,92.0,35.0,39.0,29.0,38.0,29.0,48.0,23.0,32.0,21.0,21.0,7.0,45.0,39.0,8.0,33.0,37.0,25.0,18.0,14.0,15.0,33.0,41.0,24.0,11.0
326,2,EAST,272,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,768.0,18.0,18.0,235.0,45.0,750.0,60.0,126.0,69.0,18.0,30.0,45.0,30.0,114.0,75.0,48.0,36.0,108.0,30.0,87.0,126.0,105.0,69.0
327,2,EAST,275,374.0,522.0,646.0,122.0,286.0,42.0,138.0,216.0,174.0,154.0,374.0,607.3333333,666.0,622.0,362.0,280.0,230.0,106.0,118.0,62.0,82.0,98.0,154.0,60.0,14.0,162.0,294.0,42.0,254.0,208.0,84.0,198.0,246.0,254.0,182.0,334.0,122.0,34.0
328,2,EAST,276,13.0,189.0,241.0,125.0,149.0,113.0,127.0,79.0,85.0,45.0,157.0,421.0,414.3333333,302.3333333,85.0,201.0,81.0,41.0,69.0,83.0,49.0,57.0,121.0,71.0,13.0,193.0,165.0,41.0,77.0,83.0,13.0,101.0,125.0,59.0,17.0,271.0,45.0,49.0
329,2,EAST,278,31.0,12.0,12.0,12.0,12.0,36.0,45.66666667,41.0,16.0,14.0,30.0,32.0,26.0,34.0,12.0,32.0,12.0,14.0,28.0,26.0,18.0,16.0,14.0,12.0,12.0,22.0,13.0,12.0,22.0,12.0,12.0,20.0,16.0,24.0,44.0,46.0,42.0,12.0
330,2,EAST,405,281.0,153.0,97.0,121.0,65.0,57.0,37.0,89.0,65.0,17.0,81.0,45.0,17.0,17.0,161.0,17.0,317.0,17.0,837.0,889.0,37.0,117.0,153.0,29.0,17.0,17.0,17.0,17.0,831.6666667,17.0,237.0,467.0,1767.0,17.0,25.0,21.0,1130.333333,1747.0
331,2,EAST,106,217.0,223.0,427.0,175.0,169.0,43.0,88.0,148.0,43.0,79.0,121.0,667.0,613.0,445.0,457.0,226.0,190.0,163.0,85.0,154.0,94.0,115.0,445.0,229.0,238.0,472.0,391.0,91.0,343.0,307.0,181.0,115.0,409.0,115.0,283.0,483.0,451.0,151.0
332,2,EAST,107,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,22.0,34.66666667,20.0,20.0,22.0,20.0,28.0,20.0,20.0,30.0,36.0,20.0,20.0,24.0,36.0,36.0,24.0,22.0,26.0,34.0,20.0,40.0,30.0,42.0,20.0
333,2,EAST,108,7.0,327.0,231.0,119.0,151.0,7.0,103.0,119.0,103.0,39.0,15.0,463.0,7.0,7.0,271.0,191.0,63.0,199.0,183.0,291.0,47.0,191.0,319.0,303.0,7.0,284.3333333,335.0,39.0,231.0,355.0,319.0,111.0,367.0,55.0,407.0,515.0,435.0,7.0
334,2,EAST,109,5.0,5.0,29.0,17.0,31.66666667,5.0,13.0,19.0,9.0,17.0,27.0,5.0,5.0,61.0,9.0,13.0,33.0,5.0,37.0,25.0,45.0,5.0,15.0,9.0,5.0,13.0,11.0,47.0,5.0,13.0,19.0,45.0,5.0,13.0,21.0,25.0,25.0,5.0
336,2,EAST,111,7.0,107.0,39.0,91.0,49.0,51.0,47.0,81.0,55.0,61.0,51.0,89.0,51.0,75.0,73.0,51.0,85.0,57.0,49.0,63.0,115.0,59.0,55.0,133.0,7.0,103.0,85.0,11.0,89.0,39.0,59.0,55.0,43.0,19.0,137.0,117.0,139.0,7.0
337,2,EAST,112,17.33333333,9.0,12.0,5.0,7.0,5.0,5.0,8.0,5.0,5.0,11.0,5.0,11.0,7.0,12.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,5.0
338,2,EAST,113,247.0,289.0,267.0,239.0,169.0,207.0,199.0,303.0,121.0,185.0,177.0,591.0,291.0,497.0,521.0,351.0,183.0,121.0,97.0,169.0,129.0,181.0,199.0,447.0,257.6666667,323.0,313.0,97.0,235.0,163.0,211.0,77.0,141.0,179.0,415.0,547.0,423.0,107.0
339,2,EAST,114,35.0,15.0,15.0,15.0,25.0,15.0,21.0,15.0,15.0,19.0,15.0,15.0,17.0,19.0,15.0,15.0,15.0,19.0,15.0,22.33333333,15.0,15.0,15.0,15.0,15.0,35.0,15.0,15.0,15.0,19.0,15.0,17.0,35.0,19.0,15.0,22.33333333,23.0,15.0
340,2,EAST,115,7.0,51.0,43.0,27.0,23.0,7.0,55.0,15.0,7.0,55.0,31.0,19.0,7.0,79.0,43.0,23.0,83.0,23.0,7.0,23.0,51.0,19.0,47.0,52.33333333,7.0,47.0,87.0,31.0,31.0,7.0,51.0,79.0,87.0,27.0,23.0,39.0,27.0,7.0
341,2,EAST,116,9.0,9.0,9.0,10.33333333,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,19.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,31.0,9.0,9.0
343,2,EAST,118,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,8.0,8.0,2.0,2.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
344,2,EAST,119,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,98.0,20.0,14.0,238.0,242.0,56.0,74.0,26.0,14.0,14.0,14.0,14.0,236.0,170.0,14.0,184.0,206.0,14.0,50.0,86.0,20.0,50.0,176.0,83.0,14.0,128.0,44.0,14.0
345,2,EAST,120,724.0,852.0,804.0,708.0,532.0,452.0,276.0,372.0,484.0,212.0,228.0,900.0,980.0,1141.333333,1176.0,404.0,164.0,804.0,116.0,212.0,536.0,20.0,1172.0,324.0,4.0,724.0,1173.333333,408.0,20.0,4.0,196.0,164.0,484.0,788.0,196.0,804.0,4.0,4.0
346,2,EAST,287,632.0,840.0,200.0,376.0,696.0,360.0,136.0,360.0,616.0,72.0,216.0,808.0,600.0,1144.0,1080.0,456.0,584.0,8.0,248.0,104.0,328.0,168.0,594.6666667,328.0,8.0,940.0,840.0,8.0,1080.0,508.0,152.0,456.0,520.0,632.0,696.0,8.0,8.0,8.0
347,2,EAST,337,320.0,437.0,14.0,8.0,8.0,233.0,32.0,110.0,254.0,140.0,86.0,458.0,458.0,410.0,8.0,416.0,320.0,119.0,65.0,8.0,164.0,164.0,365.0,92.0,8.0,428.0,308.0,8.0,38.0,482.0,188.0,188.0,167.0,224.0,308.0,450.0,248.0,158.0
348,2,EAST,121,898.0,622.0,358.0,286.0,10.0,310.0,382.0,622.0,370.0,94.0,286.0,1150.0,1142.0,982.0,526.0,346.0,382.0,247.0,82.0,286.0,214.0,466.0,994.0,394.0,10.0,538.0,586.0,226.0,373.0,274.0,433.0,70.0,514.0,340.0,934.0,946.0,550.0,370.0
349,2,EAST,288,15.0,15.0,15.0,23.0,151.0,15.0,15.0,63.0,15.0,39.0,15.0,91.0,23.0,204.3333333,127.0,133.0,79.0,67.0,15.0,15.0,119.0,87.0,159.0,15.0,15.0,148.3333333,15.0,15.0,59.0,67.0,15.0,51.0,123.0,15.0,115.0,63.0,75.0,15.0
350,2,EAST,123,535.0,827.0,1089.0,739.0,320.0,288.0,44.0,374.0,337.0,135.0,191.0,735.0,801.0,571.0,1027.0,505.0,337.0,259.0,83.0,168.0,387.0,201.0,327.0,557.0,513.6666667,969.0,746.3333333,113.0,415.0,192.0,89.0,269.0,583.0,519.0,327.0,543.0,329.0,379.0
351,2,EAST,289,181.6666667,67.0,140.3333333,155.0,119.0,69.0,17.0,121.0,71.0,47.0,47.0,117.0,247.0,233.0,159.0,109.0,35.0,83.0,23.0,39.0,105.0,79.0,9.0,47.0,9.0,39.0,155.0,35.0,79.0,46.0,25.0,95.0,105.0,123.0,57.0,277.0,79.0,33.0
