,Warehouse id,Region,SKU id,01-04-2018 00:00,01-05-2018 00:00,01-06-2018 00:00,01-07-2018 00:00,01-08-2018 00:00,01-09-2018 00:00,01-10-2018 00:00,01-11-2018 00:00,01-12-2018 00:00,01-01-2019 00:00,01-02-2019 00:00,01-03-2019 00:00,01-04-2019 00:00,01-05-2019 00:00,01-06-2019 00:00,01-07-2019 00:00,01-08-2019 00:00,01-09-2019 00:00,01-10-2019 00:00,01-11-2019 00:00,01-12-2019 00:00,01-01-2020 00:00,01-02-2020 00:00,01-03-2020 00:00,01-04-2020 00:00,01-05-2020 00:00,01-06-2020 00:00,01-07-2020 00:00,01-08-2020 00:00,01-09-2020 00:00,01-10-2020 00:00,01-11-2020 00:00,01-12-2020 00:00,01-01-2021 00:00,01-02-2021 00:00,01-03-2021 00:00,01-04-2021 00:00,01-05-2021 00:00
495,3,WEST,43,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,14.0,134.0,8.0,14.0,50.0,95.0,131.0,134.0,296.0,152.0,296.0,285.0,152.0,164.0,86.0,104.0
496,3,WEST,44,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0,10.0,22.0,46.0,52.0,52.0,124.0,97.0,184.0,168.0,88.0,154.0,184.0,106.0,34.0
497,3,WEST,356,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,34.0,12.0,16.0,18.0,30.0,32.0,46.0,28.0,54.0,56.0,40.0,46.33333333,42.0,24.0,38.0
505,3,WEST,54,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,40.0,14.0,14.0,18.0,26.0,34.0,50.0,32.0,62.66666667,64.0,36.0,30.0,48.0,16.0,28.0
506,3,WEST,55,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,20.0,16.0,18.0,32.0,22.0,59.0,68.0,142.0,151.0,137.6666667,85.0,86.0,90.0,38.0,39.0
507,3,WEST,56,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,48.0,124.0,222.0,310.0,752.0,752.6666667,562.6666667,182.0,212.0,424.0,88.0,196.0
508,3,WEST,57,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,50.0,18.0,18.0,18.0,50.0,18.0,78.0,18.0,114.0,166.0,174.0,138.0,82.0,102.0,58.0,122.0
509,3,WEST,58,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,43.0,15.0,63.0,91.0,131.0,187.6666667,191.0,141.0,139.0,163.0,35.0,63.0
510,3,WEST,59,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,89.0,13.0,21.0,49.0,149.0,145.0,173.0,353.0,325.0,285.0,385.0,409.0,341.0,101.0,205.0
512,3,WEST,60,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,133.0,331.0,289.0,298.0,169.0,106.0,193.0,109.0,319.0,193.0,55.0
513,3,WEST,61,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,46.0,1330.0,2154.0,919.0,19.0,1180.0,355.0,307.0,97.0,148.0,202.0,196.0,1048.0,184.0,19.0,319.0,728.0,1324.0
514,3,WEST,62,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,59.0,233.0,17.0,17.0,77.0,131.0,116.0,176.0,314.0,378.0,362.0,266.0,197.0,224.0,83.0,83.0
515,3,WEST,63,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,43.0,16.0,30.0,52.0,41.0,51.0,45.0,55.0,91.0,94.0,94.0,88.0,82.0,44.0,68.0
516,3,WEST,66,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,14.0,58.0,70.0,38.0,74.0,38.0,190.0,254.0,242.0,343.3333333,275.3333333,38.0,186.0
517,3,WEST,67,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,31.0,79.0,23.0,7.0,7.0,15.0,55.0,39.0,23.0,39.0,63.0,279.0,231.0,372.3333333,407.0,471.0,167.0,383.0
518,3,WEST,244,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,26.0,16.0,12.0,12.0,12.0,12.0,12.0,12.0,16.0,18.0,26.0,34.0,28.0,47.0,60.33333333,50.66666667,18.0,18.0
519,3,WEST,68,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,28.0,36.0,29.0,20.0,16.0,22.0,16.0,20.0,18.0,41.0,42.0,27.0,58.0,62.0,79.66666667,65.0,18.0,54.0
524,3,WEST,74,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,75.0,91.0,213.6666667,403.0,523.0,587.0,403.0,295.0,267.0,19.0,243.0
525,3,WEST,75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,49.0,175.6666667,115.0,51.0,1.0,1.0,1.0,5.0,29.0,45.0,85.0,149.0,149.0,133.0,85.0,133.0,101.0,23.0,49.0
527,3,WEST,76,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,54.66666667,32.0,64.0
534,3,WEST,358,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
537,3,WEST,85,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,67.0,7.0,7.0,127.0,7.0,7.0
540,3,WEST,87,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,30.66666667,4.0,33.33333333
556,3,WEST,362,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,27.0,49.66666667,48.0,44.0,39.0,20.0,20.0,20.0,20.0,30.0,39.0,23.0,33.0,50.0,34.0,30.0,30.0,64.0,21.0,29.0
568,3,WEST,368,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,37.0,10.0,17.0,9.0,9.0,9.0,9.0,169.0,84.0,39.0,166.3333333,167.0,63.0,59.0,93.0,27.0,27.0
569,3,WEST,369,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
574,3,WEST,373,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,28.33333333,31.0,13.0,17.0,5.0,13.0
575,3,WEST,259,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,130.0,196.0,214.0,196.0,225.0,226.0,273.0,163.0,88.0,157.0,73.0,37.0
576,3,WEST,260,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,67.0,59.0,147.0,135.0,153.6666667,119.0,135.0,140.3333333,131.0,107.0,43.0,51.0
577,3,WEST,261,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,162.0,326.0,618.0,710.0,734.0,404.0,722.0,338.0,233.0
578,3,WEST,262,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,16.0,84.0,48.0,142.6666667,144.0,102.0,133.3333333,77.0,132.0,110.0,12.0,144.0
582,3,WEST,266,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,99.0,83.0,131.0,225.0,107.0,193.6666667,171.0,227.0,19.0,11.0,168.3333333
595,3,WEST,279,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,33.0,65.0,65.0,65.0,5.0,31.66666667,17.0,17.0,9.0
596,3,WEST,280,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,37.0,7.0,10.0,7.0,7.0,7.0,19.0,25.0,13.0,33.0,19.0,55.0,55.0,37.0,31.0,25.0,7.0
597,3,WEST,281,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,17.0,33.0,29.0,13.0,30.33333333,25.0,5.0,33.0,21.0,5.0
598,3,WEST,282,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,84.0,180.0,230.0,144.0,120.0,8.0,26.0,28.0,20.0,24.0,116.0,192.0,28.0,230.0,170.0,144.0,124.0,30.0,79.33333333
599,3,WEST,283,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,154.0,185.0,177.0,130.0,76.0,19.0,31.0,49.0,31.0,37.0,82.0,61.0,133.0,151.0,91.0,55.0,73.0,37.0,43.0
600,3,WEST,375,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,71.0,134.0,62.0,17.0,17.0,53.0,41.0,89.0,41.0,122.0,143.0,158.0,113.0,113.0,123.0,59.0,145.0
601,3,WEST,376,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,25.0,34.33333333,19.0,13.0,13.0,25.0,13.0,17.0,21.0,27.0,19.0,31.0,21.0,23.0,19.0,16.0,19.0
602,3,WEST,284,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,33.0,34.66666667,15.0,10.0,10.0,12.0,11.0,22.0,27.0,12.0,29.0,22.0,23.0,19.0,31.0,10.0,14.0
603,3,WEST,285,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,31.66666667,37.0,46.33333333,41.0,7.0,7.0,7.0,7.0,7.0,27.0,31.0,31.0,35.0,21.0,11.0,13.0,11.0,23.0,15.0
604,3,WEST,377,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,17.0,25.0,11.0,11.0,11.0,11.0,23.0,29.0,19.0,33.0,39.0,33.0,31.0,35.0,33.0,27.0
605,3,WEST,378,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,19.0,43.0,7.0,7.0,7.0,7.0,27.0,19.0,43.0,67.0,61.66666667,27.0,15.0,27.0,27.0,35.0
618,3,WEST,379,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,396.0,108.0,12.0,12.0,180.0,228.0,870.6666667,804.0,584.0,60.0,204.0,36.0,84.0,437.3333333,252.0,340.0
619,3,WEST,380,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,31.0,43.0,19.0,37.0,55.0,61.0,247.3333333,300.0,77.0,19.0,61.0,37.0,19.0,329.0,25.0,193.6666667
620,3,WEST,381,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,21.0,286.3333333,261.0,77.0,101.0,221.0,269.0,101.0,151.6666667,5.0,141.0
633,3,WEST,384,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,18.0,20.66666667,15.0,13.0,13.0,13.0,13.0,15.0,19.0,23.0,15.0,18.0,13.0,13.0,21.0,23.0,13.0,13.0,15.0
647,3,WEST,156,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,199.0,79.0,79.0,103.0,199.0,183.0,39.0,39.0
648,3,WEST,389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,1.0,1.0
650,3,WEST,390,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,59.0,19.0,63.0
655,3,WEST,162,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,47.0,19.0,67.0
656,3,WEST,163,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,20.66666667,10.0,10.0
657,3,WEST,164,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,41.0,45.0,17.0
663,3,WEST,169,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,234.0,402.0,382.0,194.0,490.0,286.0,155.3333333,146.0
664,3,WEST,391,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
665,3,WEST,170,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,274.0,418.0,482.0,250.0,298.0,58.0,250.0
666,3,WEST,171,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,79.0,9.0,190.0,99.0,141.0,174.0,33.0,27.0
667,3,WEST,172,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,41.0
668,3,WEST,299,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,456.0,391.0,225.0,186.0,96.0,48.0,12.0,12.0,36.0,48.0,114.0,90.0,96.0,192.0,321.0,420.0,168.0,78.0,90.0,66.0
670,3,WEST,174,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,23.0,7.0,26.33333333,27.66666667,11.0,9.0,15.0,3.0,3.0
671,3,WEST,175,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,34.0,10.0,45.0,31.0,10.0,13.0,27.0,10.0,10.0
672,3,WEST,176,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,14.0,10.66666667,5.0,13.0,5.0,5.0
673,3,WEST,177,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,20.33333333,17.0,15.0,3.0,3.0,12.0,9.0,3.0
674,3,WEST,178,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,35.0,53.0,53.0,35.0
675,3,WEST,179,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,178.0,16.0,97.0,151.0,178.0,40.0,34.0,40.0
676,3,WEST,180,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,43.0,27.0,27.0,43.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,43.0,43.0,11.0,27.0,11.0,27.0
679,3,WEST,183,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,66.0,71.33333333,66.0,66.0,18.0,18.0,18.0,34.0,18.0,50.0,34.0,18.0,50.0,50.0,66.0,34.0,50.0,50.0,50.0
682,3,WEST,300,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,32.0,30.0,28.0,42.0,6.0,6.0,6.0,6.0,6.0,18.0,42.0,6.0,30.0,30.0,6.0,6.0,42.0,6.0,30.0
685,3,WEST,392,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,14.33333333
688,3,WEST,188,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,36.0,84.0,24.0,32.0,12.0,12.0,12.0,12.0,12.0,12.0,28.0,76.0,66.66666667,28.0,68.0,20.0,24.0,20.0,20.0
689,3,WEST,189,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,87.66666667,65.0,85.0,109.0,85.0,17.0,17.0,17.0,25.0,25.0,49.0,69.0,43.0,67.0,96.33333333,93.0,73.0,77.0,41.0,45.0
691,3,WEST,192,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,36.0,92.0,97.33333333,68.0,70.66666667,44.0,20.0,20.0,20.0,20.0,20.0,20.0,52.0,28.0,84.0,20.0,20.0,20.0,52.0,20.0
692,3,WEST,193,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,105.0,107.0,137.0,143.0,71.0,83.0,17.0,17.0,17.0,17.0,17.0,95.0,59.0,101.0,173.0,107.0,89.0,119.0,17.0,53.0
694,3,WEST,195,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,33.0,15.0,23.0,28.33333333,25.0,15.0,15.0,15.0,15.0,19.0,21.0,15.0,16.0,20.0,17.0,27.0,33.0,27.0,15.0,15.0
696,3,WEST,197,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,123.0,120.3333333,91.0,51.0,3.0,3.0,11.0,3.0,11.0,11.0,75.0,81.0,51.0,85.66666667,43.0,131.0,3.0,27.0
699,3,WEST,200,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,405.0,216.0,374.0,387.0,360.0,105.0,129.0
700,3,WEST,201,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,190.3333333,257.0,259.0,157.0,146.3333333,87.0,81.0
701,3,WEST,202,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,137.0,134.0,121.0,122.3333333,139.0,15.0,69.66666667
703,3,WEST,393,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
704,3,WEST,204,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,54.0,192.0,62.0,192.0,164.6666667,111.3333333,32.0,82.0
706,3,WEST,394,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
707,3,WEST,395,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
