SKU id,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01
East-SKU-77,11,11,11,11,11,11,11,35,23,11,77,199,238,172,11,14,11,11,41,98,11,23,83,11,11,152,83,89,11,53,47,35,65,65,149,101,11,11
East-SKU-78,845,469,693,333,333,109,157,269,125,77,813,721,1025,917,397,317,373,93,29,253,125,197,533,341,5,125,333,125,237,157,482.333333333333,189,365,197,245,5,554.333333333333,21
East-SKU-79,142,125.333333333333,92,42,40,36,16,52,18,28,72,74,80.6666666666667,66,70,20,36,30,16,54,32,26,38,16,16,32,48,40,36,16,44,16,56,32,44,40,16,16
East-SKU-248,1419,999,1063,455,463,327,223,431,239,199,807,847,167,1180.33333333333,879,327,383,231,183,735,183,887,415,879,7,1759,975,299,247,443,639,239,783,559,215,567,1191,79
East-SKU-404,350,290,176,68,74,44,56,140,128,26,212,330,308,278,134,23,20,56,38,44,68,77,98,143,20,50,344,146,128,110,260,80,50,38,152,284,374,20
East-SKU-80,195,463,191,131,111,147,49,125,87,115,239,455,539,491,131,275,171,47,195,85,133,155,239,95,15,467,283,147,207,239,147,111,223,103,307,437.666666666667,415,87
East-SKU-81,178,104,132,12,136,124,16,48,36,36,44,12,12,112,64,12,96,48,12,12,12,52,12,20,12,12,112,12,92,12,80,68,64,88,32,132,56,20
East-SKU-82,292,240,312,40,184,120,88,208,24,64,192,368,96,280,16,108,80,120,264,104,88,232,152,40,16,152,304,16,232,144,264,72,104,128,168,20,96,16
East-SKU-84,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6.66666666666667,16,14.6666666666667,4,12,4,4,17.3333333333333,166.666666666667,234.666666666667,270.666666666667,180
East-SKU-86,20,20,44,116,60,52,92,52,44,44,68,102.666666666667,20,20,20,20,52,36,34,60,48,84,68,20,20,20,20,60,20,20,60,28,60,44,60,92,20,20
East-SKU-250,55,79,39,115,75,47,71,47,27,87,103,200.333333333333,231,195,155,39,47,39,55,15,75,119,67,7,7,199,147,75,107,211,67,71,183,79,75,67,7,7
East-SKU-87,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,234,234,13
East-SKU-359,15,57.6666666666667,53,77,41,29,37,31,51,29,59,118.333333333333,125,79,33,39,23,41,31,19,23,57,56,55,15,39,35,39,41,15,15,15,45,41,55,15,15,15
East-SKU-88,407,397,95,165,185,123,107,227,153,139,245,417,433,475,261,119,109,117,89,64,103,159,235,349,11,369,257,113,211,213,143,71,221,103,369,341,319,310
East-SKU-251,312,189,201,99,27,57,57,195,21,69,291,401,411,243,147,123,141,87,45,9,93,99,213,333,9,9,57,9,75,105,81,39,15,39,117,393,165,9
East-SKU-361,7,9,55,39,7,47,7,23,31,23,7,23,7,31,7,7,47,7,23,31,7,39,13,7,7,39,15,31,7,7,7,15,39,15,39,7,7,7
East-SKU-89,113,13,41,97,37,61,45,141,101,37,81,102.333333333333,13,49,117,53,37,13,13,53,25,45,45,13,13,53,53,53,13,13,53,61,13,21,93,141,93,13
East-SKU-97,29,77,9,17,41,41,27,53,21,9,49,69,65,53,33,11,21,29,9,19,17,33,47,9,9,9,53,17,41,17,25,61,29,33,41,49,57,9
East-SKU-329,1078,940,554,212,426,262,141,231,112,110,184,449,492.333333333333,338,254,66,164,170,45,42,78,72,80,96,14,152,269,26,98,72,24,58,90,48,64,60,34,94
East-SKU-330,1762,952,886,694,580,472,268,370,328,592,718,910,1198,358,376,70,124,298,154,52,148,94,274,148,4,88,202,82,118,70,70,64,64,40,1174,202,34,34
East-SKU-332,329,98,92,146,74,136,92,20,2,74,86,182,224,216,128,104,86,56,50,44,8,74,62,122,2,32,74,74,56,14,32,2,2,38,116,124,2,2
East-SKU-257,100,58,60,54,76,28,24,10,10,18,64,64,68,36,38,30,10,44,10,10,10,26,48,10,10,56,26,10,32,10,34,10,32,10,47.3333333333333,10,32,22
East-SKU-258,724,316,2038.66666666667,1388,1292,764,2092,716,2528,2528,716,700,204,832,396,196,292,492,4,4,1588,1708,1910.66666666667,740,4,376,124,12,364,252,252,36,92,324,1372,388,148,52
East-SKU-259,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,139,283,287,151,119,79,39,236.333333333333,95,260.333333333333,235,19,277
East-SKU-260,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,84.6666666666667,122,122,103.333333333333,72.6666666666667,30,34,115.333333333333,42,124.666666666667,144.666666666667,111.333333333333,22
East-SKU-261,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,88,193.333333333333,560,697.333333333333,925.333333333333,689.333333333333,742.666666666667,532,588
East-SKU-262,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,32.6666666666667,40.6666666666667,28.6666666666667,6,35.3333333333333,44.6666666666667,57.3333333333333,82,72.6666666666667,6,10
East-SKU-263,16,16,536,184,128,16,216,352,88,224,200,384,632,16,1296,368,552,104,456,784,672,992,544,1160,16,1424,496,480,1032,568,1272,848,1024,904,1288,1032,416,1152
East-SKU-264,6787,5029,4273,3151,3271,2989,1279,2617,1711,2293,2617,10333,9697,14059,9073,5503,6025,3565,1669,5437,6229,6871,5329,8875,13,9915,10429,3859,6283,6097,5095,4861,13945,10495,11641,16483,9199,4669
East-SKU-265,2,2,2,2,2,2,2,2,2,2,2,23,6,26,5,102,2,2,11,29,8,2,29,35,2,19,20,14,17,20,2,2,2,14,32,45,2,2
East-SKU-267,15,55,15,15,95,15,139,103,167,15,59,59,319,279,103,83,99,15,59,87,295,239,271,323,15,369.666666666667,427,131,211,332.333333333333,135,235,467,259,411,563,583,15
East-SKU-268,4014,3210,1770,1935,2058,1878,867,1608,660,1632,1344,3717,5303,5310,2274,1770,1746,1920,1530,3108,3357,3114,2616,3582,6,4548,4605,1134,2976,2553,2160,1908,5898,3822,3864,5454,3903,2223
East-SKU-269,35,17,17,68,65,17,41,47,17,17,29,110,92,23,17,17,47,83,41,83,86,83,71,74,17,134,125,26,71,83,131,47,59,20,71,146,68,17
East-SKU-270,11,179,83,59,67,11,43,63,11,11,59,83,95,99,111,19,11,107,39,119,91,55,95,11,11,63,203,71,43,79,139,23,127,11,39,119,91,11
East-SKU-271,83.5,63,22,15,27,19,19,30,7,29,79,26,47,58,35,39,29,38,29,48,23,32,21,21,7,45,39,8,33,37,25,18,14,15,33,41,24,11
East-SKU-272,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,268,18,18,235,45,285,60,126,69,18,30,45,30,114,75,48,36,108,30,87,126,105,69
East-SKU-275,374,546,438,122,286,42,138,216,174,154,374,607.333333333333,690,550,362,280,230,106,118,62,82,98,154,60,14,162,294,42,254,208,84,198,246,254,182,334,122,34
East-SKU-276,13,189,241,125,149,113,127,79,85,45,157,334.333333333333,414.333333333333,302.333333333333,85,201,81,41,69,83,49,57,121,71,13,193,165,41,77,83,13,101,125,59,17,271,45,49
East-SKU-278,40.5,12,12,12,12,36,60,41,16,14,30,32,26,34,12,32,12,14,28,26,18,16,14,12,12,22,13,12,22,12,12,20,16,24,44,46,42,12
East-SKU-405,281,153,97,121,65,57,37,89,65,17,81,45,17,17,161,17,317,17,581,587.666666666667,37,117,153,29,17,17,17,17,831.666666666667,17,237,467,750.333333333333,17,25,21,1130.33333333333,1685
East-SKU-106,217,223,427,175,169,43,88,148,43,79,121,667,613,445,457,226,190,163,85,154,94,115,445,229,13,472,391,91,343,307,181,115,409,115,283,715,451,151
East-SKU-107,20,20,20,20,20,20,20,20,20,20,20,20,20,22,34.6666666666667,20,20,22,20,28,20,20,30,36,20,20,24,36,36,24,22,26,34,20,30,30,30.6666666666667,20
East-SKU-108,7,327,231,119,151,7,103,119,103,39,15,463,7,7,271,191,63,199,183,291,47,191,319,303,7,511,335,39,231,355,319,111,367,55,407,703,435,7
East-SKU-109,5,5,29,17,31.6666666666667,5,13,19,9,17,27,5,5,25,9,13,33,5,37,25,45,5,15,9,5,13,11,47,5,13,19,45,5,13,21,25,25,5
East-SKU-110,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13.3333333333333,12
East-SKU-111,7,107,39,91,49,51,47,81,23,61,51,89,51,75,73,51,85,57,49,63,115,59,55,133,7,103,85,11,89,39,59,55,43,19,137,117,139,7
East-SKU-112,15,9,12,5,7,5,5,8,5,5,7,5,7.66666666666667,7,8,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,6,8,5
East-SKU-113,247,289,267,239,169,207,199,303,121,185,177,353,291,497,521,351,183,121,97,169,129,181,199,447,3,323,313,97,235,163,211,77,141,179,415,547,423,107
East-SKU-114,25,15,15,15,25,15,21,15,15,19,15,15,17,19,15,15,15,19,15,22.3333333333333,15,15,15,15,15,21.6666666666667,15,15,15,19,15,17,23.6666666666667,19,15,22.3333333333333,23,15
East-SKU-115,7,51,43,27,23,7,55,15,7,55,31,19,7,79,43,23,83,23,7,23,51,19,47,52.3333333333333,7,47,87,31,31,7,51,79,87,27,23,67,27,7
East-SKU-116,9,9,9,10.3333333333333,9,9,9,9,9,9,9,9,9,9,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,16.3333333333333,9,9
East-SKU-117,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,26,16,16,16,16,16,16,18,16,16,16,16,16,19,19,16,16
East-SKU-118,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,6,6,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
East-SKU-119,14,14,14,14,14,14,14,14,14,14,98,20,14,238,252,56,74,26,14,14,14,14,140,170,14,184,184,14,50,86,20,50,176,83,14,128,44,14
East-SKU-120,724,852,804,708,532,452,276,372,484,212,228,900,980,1268,1176,404,164,804,116,212,536,20,1172,324,4,724,1173.33333333333,408,20,4,196,164,484,788,196,804,4,4
East-SKU-287,632,840,200,376,696,360,136,360,616,72,216,808,600,1144,1080,456,1288,8,248,104,328,168,1288,328,8,940,840,8,1080,508,152,456,520,632,696,8,8,8
East-SKU-337,320,437,14,8,8,233,32,110,254,140,86,458,506,410,8,416,320,119,65,8,164,164,365,92,8,428,308,8,38,482,188,188,167,224,308,450,248,158
East-SKU-121,898,622,358,286,10,310,382,622,370,94,286,910,1142,982,526,346,382,247,82,286,214,466,994,394,10,538,586,226,373,274,433,70,514,340,934,946,550,370
East-SKU-288,15,15,15,23,151,15,15,63,15,39,15,91,23,204.333333333333,127,133,79,67,15,15,119,87,159,15,15,148.333333333333,15,15,59,67,15,51,123,15,115,63,75,15
East-SKU-123,535,827,1089,739,320,288,44,374,337,135,191,735,801,571,1027,505,337,259,83,168,387,201,327,557,15,969,746.333333333333,113,415,192,89,269,583,519,327,543,329,379
East-SKU-289,173,67,199,155,119,69,17,121,71,47,47,117,199,233,159,109,35,83,23,39,105,79,9,47,9,39,155,35,79,46,25,95,105,123,57,137.666666666667,79,33
East-SKU-406,651,125,367.666666666667,77,209,261,5,213,313,165,149,301,385,521,409,5,29,5,53,93,253,109,309,13,5,9,5,5,5,9,5,101,85,101,221,93,5,5
East-SKU-407,221.5,138,168.666666666667,171,43,51,13,88,88,53,42,119,147,169,79,13,13,15,13,41,13,81,85,13,13,14,13,19,23,13,13,43,61,43,69,47,15,13
East-SKU-124,554,762,535,221,155,131,18,146,213,81,75,351,659,261,357,74,97,37,21,81,98,85,507,499,9,911,493,35,129,33,57,151,491,725,425,449,165,137
East-SKU-338,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,159.666666666667,205,186.333333333333,103.666666666667,81
East-SKU-408,69,18,18,18,42,60,18,18,82,36,56,24,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,36,18,18,24,82,128,124,86,18,18
East-SKU-339,8,56,36,48,28,32,8,16,16,16,28,24,8,35.3333333333333,8,8,8,8,16,26,8,8,28,38.6666666666667,8,36,8,8,8,20,40,24,8,12,36,48,20,8
East-SKU-340,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,194,207.333333333333,147.333333333333,75.3333333333333,2,1950,1950,2,2,2,2,2,135.333333333333,135.333333333333,2,2,2,2
East-SKU-125,985,3497,5823,2319,1221,905,423,1215,3355,3705,1553,2383,2063,3615,4513,6439,2291,1121,707,6515,5715,2837,2095,1705,13,6316.33333333333,7557,1127,4485,2733,3441,8553.66666666667,10169,3819,5451,5295,2245,2873
East-SKU-126,221,210,11,113,59,77,17,167,95,53,35,107,11,11,11,95,11,23,11,35,53,11,11,11,11,14,11,11,11,11,11,41,11,131,179,179,161,101
East-SKU-127,391.5,243,390,255,75,129,9,207,423,165,51,99,111,9,171,147,9,15,9,177,183,51,333,21,9,333,459,57,165,165,33,117,435,162,237,353,165,231
East-SKU-342,171,250.333333333333,205,95,53,29,11,83,77,9,17,125,9,209,169,105,9,65,9,69,107,13,145,295,9,181,195,9,39,63,9,9,135,135,141,89,149,69
East-SKU-291,383.5,360,270,1,1,7,1,97,37,61,19,91,181,1,1,1,187,73,1,1,1,79,43,1,1,1,55,1,1,1,1,1,97,157,169,121,1,1
East-SKU-343,703,1078,892,952,361,172,22,82,316,112,16,568,412,778,1420,1132,388,352,16,133,238,112,382,886,16,1267,925,127,397,331,70,439,925,823,457,745,628,49
East-SKU-292,69,270,250.333333333333,132,157,150,17,83,164,42,68,206,254,254.666666666667,158,250,94,94,32,38,128,74,148,138,14,183,14,38,161,82,14,119,209,110,98,252,164,122
East-SKU-409,18,92,96.6666666666667,32,44,56,24,24,76.6666666666667,70,34,18,18,62,58,18,78,22,22,22,40,78,44,18,18,52,30,32,40,22,22,36,86,24,38,94,18,18
East-SKU-132,1141,829,851,527,683,683,395,661,635,479,683,899,671,851,827,469,695,419,923,625,839,383,935,551,11,599,767,275,731,739,935,517,1361,1163,1007,1135,959,347
East-SKU-133,1647,1887,1691,1523,1979,1715,1015,1383,1523,923,2179,2459,1571,2279,2123,1071,1187,1547,1259,1719,2267,971,2475,1955,997.666666666667,1027,1787,515,1787,1503,1775,1451,2483,2027,3131,2605.66666666667,1307,779
East-SKU-134,403,499,541,437,485,521,367,535,413,257,471,663,771,353,689,331,393,409,273,531,553,281,497,341,277,473,377,185,557,501,297,305,825,695,713,629,377,149
East-SKU-344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54.3333333333333,193,187.666666666667,247.666666666667,157,187
East-SKU-410,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,164.333333333333,281.666666666667,215,7,71,103
East-SKU-138,229,337,265,241,1,265,181,25,361,205,205,433,313,505,241,241,313,169,205,157,358,157,229,133,1,373,1,1,73,109,421,373,385,22,253,184,1,1
East-SKU-139,67,40,75,63,24,91,3,27,62,31,47,75,87,119,71,73,63,35,35,48,39,15,63,19,3,75,43,3,3,76,35,65,53,39,35,47,31,7
East-SKU-140,943,1367,1203,1363,819,451,868,1015,1047,663,851,1847,1331,1087,1323,931,831,1083,798,919,1349,743,951,931,849,1597,1249,476,1647,1335,1280,1079,1935,1547,1295,1259,1081,479
East-SKU-141,1001,809,949,425,1417,881,595,971,705,649,705,1609,1013,1561,1705,633,713,933,657,1493,849,409,1361,803,9,1295,9,321,1449,633,1303,817,2081,1217,921,1941,881,1089
East-SKU-345,649,985,1029,261,581,581,425,685,405,805,501,1013,821,549,965,201,485,533,269,397,581,405,849,581,5,613,37,37,485,373,773,405,1173,597,437,1317,805,245
East-SKU-411,333,293,451,303,275,331,267,307,275,391,227,267,163,379,411,247,291,147,163,259,475,267,379,219,3,231,3,243,283,187,3,147,99,271,163,163,91,59
East-SKU-412,112,43,163,137,64,154,35,142,43,71,82,63,47,146,59,40,51,55,163,103,23,3,35,23,3,99,143,107,55,99,158,3,59,155,3,99,35,3
East-SKU-144,224,302,296,170,2,140,38,92,68,8,74,284,272,362,152,56,134,200,8,2,152,80,146,182,2,104,2,2,2,194,56,86,164,74,236,350,20,2
East-SKU-146,5,5,653,229,525,237,213,205,77,221,29,1109,1189,1383.66666666667,989,585,569,125,161,185,173,113,245,221,5,669,593,173,473,265,5,5,557,65,341,893,5,5
East-SKU-386,554,436.666666666667,202,138,138,130,2,188.666666666667,106,82,218,231.333333333333,2,98,210,102,90,186,162,234,82,2,82,90,2,210,170,10,170,58,42,2,122,114,162,338,282,218
East-SKU-147,435,607,379,387,219,147,167,231,335,251,297,1247,1331,549,463,287,877,585,223,99,211,375,659,55,11,655,323,175,307,165,147,215,435,543,211,895,579,87
East-SKU-293,362,370,298,226,162,234,116,152,170,30,78,366,314,226,274,208,26,250,54,14,150,58,158,266,14,150,214,66,122,184,134,82,262,330,66,402,242,38
East-SKU-148,1300,853,937,367,574,472,151,481,295,265,139,847,727,1051,757,352,169,385,133,1,373,217,301,1,1,601,847,199,769,640,493,13,571,661,721,865,637,175
East-SKU-149,2476,2994,3000,2744,1820,1608,732,1728,1856,452,786,2192,3472,4260,2632,920,2096,1676,920,992,1532,1332,1552,2128,8,3404,2806,668,1760,1944,1432,704,2512,2048,1524,3110,2408,1000
East-SKU-387,341.5,299,214,144,122,160,78,98,64,116,86,166,20,116,18,108,84,18,36,36,68,130,44,46,18,54,70,24,42,38,22,18,38,66,40,94,38,18
East-SKU-150,491,635,243,139,19,75,43,147,67,243,83,379,619,323,307,315,611,259,259,259,195,147,403,259,19,387,315,187,179,227,163,43,411,379,419,603,371,107
East-SKU-151,528,1010,204,122,102,110,192,386,274,152,120,190,514,234,306,166,54,352,98,62,202,670,654,1018,6,508,658,138,416,324,270,42,848,1112,756,1172,566,314
East-SKU-152,21,52,46,33,33,47,15,61,39,19,35,41,85,111,11,37,11,61,15,12,36,11,41,11,11,81,72,51,29,104,113,32,82,15,33,161,107,25
East-SKU-413,369,13,231.666666666667,77,85,53,45,13,213,53,293,533,373,237,245,53,117,37,13,13,53,133,69,205,13,277,13,165,13,165,145,13,477,181,325,445,13,69
East-SKU-389,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21.6666666666667,29.6666666666667,25
East-SKU-157,17,17,17,17,17,17,21,33,17,41,101,161,265,185,157,49,33,81,57,53,81,41,81,25,17,287.666666666667,121,105,145,65,41,41,17,97,217,233,257,17
East-SKU-158,10,10,10,10,10,10,12,12,10,10,14,10,10,18,20,10,10,10,10,10,14,20,10,10,10,20,14,10,16,10,14.6666666666667,10,10,12,18,23.3333333333333,20.6666666666667,10
East-SKU-161,4,4,22,40,16,4,10,4,4,10,28,10,16,4,10,34,64,4,4,16,4,10,52,16,4,31,76,64,34,4,31,4,46,16,28,64,46,4
East-SKU-162,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,27.3333333333333,38
East-SKU-163,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,21,25
East-SKU-164,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,18,24
East-SKU-165,15,15,15,15,15,15,15,15,17,15,15,29.6666666666667,33.6666666666667,27,19,17,15,23,17,15,15,15,15,19,15,23,15,17,15,15,23,15,29,21,29,21,22.3333333333333,15
East-SKU-166,5,5,5,5,5,5,5,11,5,17,17,59,55,5,38,11,29,17,17,8,5,17,17,11,5,29,5,35,11,5,20,47,5,35,58,59,65,5
East-SKU-167,60,54,54,24,24,30,18,18,18,18,24,24,54,24,48,24,48,30,18,21,30,42,72,54,18,84,45,42,30,48,57,18,18,30,62,54,48,48
East-SKU-297,41,45,51,13,13,5,17,5,5,21,25,49,49,93,59,5,37,17,29,5,5,5,29,29,5,67,49,9,5,17,29,5,13,5,53,25,73,5
East-SKU-172,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
East-SKU-178,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,78.6666666666667,84,81.3333333333333,40
East-SKU-179,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,12
East-SKU-182,2,58,110,10,10,18,18,2,18,14,10,2,58,38,96,10,38,10,2,2,10,62,18,38,2,107.333333333333,118,106,54,10,42,54,42,58,130,118.666666666667,24,70
East-SKU-185,67,139,181,31,43,67,13,13,25,43,43,151,121,211,103,37,49,13,19,13,25,31,61,43,13,247,160,43,127,31,85,25,73,73,187,37,211,13
East-SKU-186,19,70,63,23,31,23,26,21,39,19,59,87,93,81,39,19,31,37,31,20,31,47,84,69,19,105,127,75,81,51,60,33,51,69,119,117,75,20
East-SKU-392,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,18.3333333333333,21
East-SKU-187,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
East-SKU-189,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,21,17,17,35.6666666666667,35.6666666666667,17,17,17,17,19.6666666666667,17,17,17,43.6666666666667,47.6666666666667,59
East-SKU-190,19,19,19,19,19,19,19,19,19,19,35,83,139,123,155,59,59,43,35,19,19,99,99,35,19,163,83,147,35,59,67,19,19,91,139,208.333333333333,187,75
East-SKU-194,19,19,19,19,19,19,19,19,19,19,19,19,47,35,19,33,33,33,33,19,25,39,49,35,19,55.6666666666667,25,45.6666666666667,41,35,35,55,29,49,49,33,47,27
East-SKU-195,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,31.3333333333333,18,18,60.6666666666667,30,50,30,34,18,26,34,18,32,18,39.3333333333333,34
East-SKU-196,11,11,11,11,11,11,11,11,11,11,11,11,123,187,219,99,155,83,115,11,99,91,235,203,11,397.666666666667,315,163,123,315,263,99,123,179,451,503,315,259
East-SKU-198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17.6666666666667,17.6666666666667,1,1,21,21,1,1,1,7.66666666666667,7.66666666666667,1,5,5,50.3333333333333,49,1
East-SKU-199,1,1,1,1,1,1,1,1,1,1,17,113,113,225,221,257,345,121,121,5,137,321,465,105,1,491.666666666667,401,241,161,153,241,417,145,241,489,775.666666666667,714.333333333333,305
East-SKU-306,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,46.3333333333333,46.3333333333333,3,3,3,3,3,3,3,3,18.3333333333333,18.3333333333333,3
East-SKU-312,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
East-SKU-315,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,50,69
East-SKU-316,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,39,49
East-SKU-319,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,30,18,18,18,96,118,84,84,48,53,18,42,54,87,127,102,18
East-SKU-321,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,34,42,52.6666666666667,18,18,42,50,50,42,34,18,18,42,130,124.666666666667,26,70
East-SKU-322,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,51,27,91,19,19,80.3333333333333,91,83,51,67,19,19,67,112.333333333333,165.666666666667,144.333333333333,51
East-SKU-399,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,27.3333333333333,34,64,65.3333333333333,61.3333333333333,40,70.6666666666667,94,117
East-SKU-205,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,69,9,9,69,165,129,9,149,175,87,237,159,223,217,141,45
East-SKU-206,15,15,15,15,15,15,15,15,15,15,15,315,415,275,217,266,429,329,363,483,391,543,781.666666666667,549,15,655,603,767,393,579,140,215,985,355,491,931,311,347
East-SKU-208,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,45.3333333333333,62.6666666666667,162,152,177.333333333333,140,172
East-SKU-210,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,34,10,58,10,46,46,64,62,10,58,22,128,144,70,97
East-SKU-211,14,14,14,14,14,14,14,14,14,14,14,214,242,186,198,56,315,177,98,84,130,162,124,132,14,277,210,132,138,136,88,116,269.333333333333,172,120,276,170,116
East-SKU-214,330,380,274,18,36,30,18,18,18,118,48,51,18,78,140,30,36,18,18,18,18,66,78,60,18,105,215,42,54,30,69,18,18,60,102,138,48,54
East-SKU-216,1141,724,2020,673,355,97,28,1,64,880,109,1195,1033,1276,2677,625,337,169,1,1,1,2461,2017,2437,1,2978,2986,25,1261,13,73,829,742,2965,1585,1009,193,289
East-SKU-217,196,260.666666666667,223.333333333333,54,38,22,10,6,6,75.3333333333333,14,118,148.666666666667,123.333333333333,42,86,30,30,6,22,6,62,6,6,6,106,6,6,6,6,6,6,6,6,22,6,46,22
East-SKU-414,109,127,191,109,37,43,28,13,115,43,79,157,133,199,195,13,121,19,19,13,13,61,19,31,13,184,13,31,49,13,19,13,13,61,49,217,49,97
East-SKU-219,56,144,64,16,32,40,16,32,56,56,40,104,128,120,72,48,64,32,48,16,72,56,40,32,16,96,64,120,88,16,120,48,72,112,152,80,88,88
East-SKU-220,785,625,1065,481,297,1353,181,193,353,641,169,897,753,825,473,625,465,353,273,193,481,305,481,161,1,1305,929,289,1281,513,977,305,561,801,641,625,609,513
East-SKU-221,177,161,245,229,145,249,29,37,181,173,37,157,225,149,135,141,45,213,13,5,101,61,203,205,5,45,327,109,213,301,141,69,157,189,133,205,109,157
East-SKU-224,36,60,90,96,24,96,42,24,96,42,42,42,96,24,6,168,96,96,150,78,168,60,96,24,6,96,174,78,150,147,6,78,42,108,96,6,96,6
East-SKU-225,102,130,106,10,38,134,66,22,54,58,22,78,102,110,122,74,98,58,114,90,58,74,194,90,10,186,167.333333333333,82,170,98,162,16,34,154,26,10,146,66
East-SKU-226,36,23,31,23,23,55,36,11,23,35,15,15,35,23,52,23,74.6666666666667,46,35,23,31,27,47,23,11,39,47,31,15,63,39,47,31,31,23,13,27,11
